日時,投手名,球速,球種,コース,カウント,打者左右,結果,モーション,牽制,打球方向
2025-08-16 21:10:31,彦坂未望,,スライダー,真ん中,1B ,右,ストライク, , ,なし
2025-08-16 21:10:37,彦坂未望,,ストレート,内角低め,1B1S,右,ストライク, , ,なし
2025-08-16 21:10:50,彦坂未望,,スライダー,内角真ん中,1B2S ,右,6ゴロ, , ,ショート
2025-08-17 11:12:11,彦坂未望,105.0,ストレート,真ん中高め,0,右,ボール, , ,なし
2025-08-17 11:12:17,彦坂未望,,ストレート,真ん中低め,1B ,右,ボール, , ,なし
2025-08-17 11:12:30,彦坂未望,,スライダー,真ん中,2B ,右,ストライク, , ,なし
2025-08-17 11:12:38,彦坂未望,,スライダー,外角真ん中,2B1S ,右,ボール, , ,なし
2025-08-17 11:12:48,彦坂未望,,スライダー,真ん中低め,3B1S ,右,6ゴロ, , ,ショート
2025-08-17 11:12:58,彦坂未望,,スライダー,真ん中高め,0,右,ボール, , ,なし
2025-08-17 11:13:05,彦坂未望,,ストレート,外角低め,1B ,右,ファール, , ,なし
2025-08-17 11:13:13,彦坂未望,,カーブ,真ん中,1B1S,右,ストライク, , ,なし
2025-08-17 11:13:22,彦坂未望,,スライダー,真ん中低め,1B2S ,右,5ゴロ, , ,サード
2025-08-17 11:13:33,彦坂未望,,カーブ,内角高め,0,右,ボール, , ,なし
2025-08-17 11:13:46,彦坂未望,,スライダー,内角真ん中,1B ,右,ファール, , ,なし
2025-08-17 11:13:55,彦坂未望,,ストレート,外角真ん中,1B1S,右,ストライク, , ,なし
2025-08-17 11:14:03,彦坂未望,,スライダー,外角低め,1B2S ,右,ボール, , ,なし
2025-08-17 11:14:10,彦坂未望,,ストレート,外角低め,2B2S ,右,ボール, , ,なし
2025-08-17 11:14:23,彦坂未望,,ストレート,真ん中,3B2S ,右,7ヒット, , ,レフト
